to_address, from_address, block_number, datetime, amount_ether
('0x1543230b77e15924a876ab2acc6ff711abbcd7ee', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1194611, '2016-03-21 22:14:05', 2.4282394461183356)
('0xa63f4afb1812b17bc011cb516bec57e7009641a9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1194611, '2016-03-21 22:14:05', 2.0495538887761096)
('0xbc1192dff646182f7e90afb1756acf8c399380bf', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196438, '2016-03-22 05:29:58', 1.2418127379339492)
('0xf8be2cd9f4aeff2a3b1ca32fbb31ff7dbbc6ef45', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196439, '2016-03-22 05:30:37', 1.420196650768368)
('0x8e6a6959ab9e3902d4b5f94644eb47c06e2d7729', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196439, '2016-03-22 05:30:37', 1.0543253631614053)
('0x77d4d32435d57cbd99afd8ff4c9a58e0302e0675', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196439, '2016-03-22 05:30:37', 1.0008898229418546)
('0x85ce26ea9f677fba949f38be31a8e7a24b04ccc3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196439, '2016-03-22 05:30:37', 1.3379548560769758)
('0x5824099a4f843df2d601113c4ac08b51cb3e1d78', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196439, '2016-03-22 05:30:37', 1.1148649748884938)
('0xed3019d591eaa7b8e6094100d3307c823f86e842', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196460, '2016-03-22 05:35:17', 1.0605671006250703)
('0x0a58b1c9aaf19693813c11b8a20d20c2a8fe8883', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196460, '2016-03-22 05:35:17', 1.1528846336726233)
('0x5069409bf8d49f38bc99a9ee49e4c6a04fecb457', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1196460, '2016-03-22 05:35:17', 1.0506086537664459)
('0xf8be2cd9f4aeff2a3b1ca32fbb31ff7dbbc6ef45', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197314, '2016-03-22 08:51:20', 1.169099307229191)
('0x66bc3acb7c12b7585cb1b17319c591ec0d9c05d7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197385, '2016-03-22 09:09:12', 1.0103822802544271)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197589, '2016-03-22 09:54:25', 1.1419582159464148)
('0xf8be2cd9f4aeff2a3b1ca32fbb31ff7dbbc6ef45', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197589, '2016-03-22 09:54:25', 1.001850000907734)
('0xf461a4401ea91b17cf340461a636118da7ad2cae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197590, '2016-03-22 09:55:11', 1.0052364927528787)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197595, '2016-03-22 09:56:43', 1.393936699753133)
('0xf57b3d1463f3e0ccf7592532c00ba96a541f01ad', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197595, '2016-03-22 09:56:43', 1.016228617060987)
('0x0b43cb73fcd32269e6220f0d0034d9dc236c0d3a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197595, '2016-03-22 09:56:43', 1.0908483474159212)
('0x1f14c8687f345f99c99a5d169ffa153af7b89840', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197596, '2016-03-22 09:56:51', 1.125418417679315)
('0xcf49335301e38c1ede4a641b69719083966d7374', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197621, '2016-03-22 10:02:17', 1.1615157936823717)
('0x3d1c1b034ed3495e962caadcb322e0cefb2d24cb', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197621, '2016-03-22 10:02:17', 1.0348632906918562)
('0xf8be2cd9f4aeff2a3b1ca32fbb31ff7dbbc6ef45', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197621, '2016-03-22 10:02:17', 1.0319317427355452)
('0xa63f4afb1812b17bc011cb516bec57e7009641a9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197621, '2016-03-22 10:02:17', 1.0888061207277315)
('0xd505f5106fcf66acd8eef47fc3211da62820d4be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197621, '2016-03-22 10:02:17', 1.1005367141609643)
('0x7f9c303bb5292f3df5e1697e2c128eccb49fb213', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197699, '2016-03-22 10:20:58', 1.0649440905393694)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197699, '2016-03-22 10:20:58', 1.152166580836725)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197996, '2016-03-22 11:35:35', 1.2476224885604152)
('0x40d83fc2b6dbe96c52b54ff0c77f67f2f4e8fa12', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1197996, '2016-03-22 11:35:35', 1.0415627594528745)
('0xb202d9a6314b1494ac463f152f551f7c1c577843', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198488, '2016-03-22 13:27:45', 1.049568630531252)
('0x6aa6691767b40b4db1ebf5c1afe8e52e411c7e37', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198488, '2016-03-22 13:27:45', 1.0559140699113345)
('0x8eb004221608147ed77964b0adfc3ba461ca6999', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198489, '2016-03-22 13:27:51', 1.0467382838886985)
('0x1543230b77e15924a876ab2acc6ff711abbcd7ee', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198491, '2016-03-22 13:28:32', 1.0600132304703005)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198574, '2016-03-22 13:46:04', 1.242432938829654)
('0xdbcbd5fc3693a8d6262b21376913c655d6e53c99', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198574, '2016-03-22 13:46:04', 1.0067296150564813)
('0x78f6fc98a172154c03d129894aa01853abbb81d7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198575, '2016-03-22 13:46:18', 1.0151399037991857)
('0xc61e0215f4ff03a82c129735bb35d2cc0c8891e1', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198575, '2016-03-22 13:46:18', 1.018712318605507)
('0xede47b5aafeefdfb060699bb1877de140c2e6abd', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198591, '2016-03-22 13:49:30', 1.0119269729742164)
('0xed3019d591eaa7b8e6094100d3307c823f86e842', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198591, '2016-03-22 13:49:30', 1.1015578406233162)
('0x5069409bf8d49f38bc99a9ee49e4c6a04fecb457', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198591, '2016-03-22 13:49:30', 1.038166936072979)
('0x7eb3adbe247bd6616b9d3086b3162793aca02936', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198592, '2016-03-22 13:50:14', 1.011482198150549)
('0x85ce26ea9f677fba949f38be31a8e7a24b04ccc3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198592, '2016-03-22 13:50:14', 1.0542254254823689)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198592, '2016-03-22 13:50:14', 1.3035442615342587)
('0x8e6a6959ab9e3902d4b5f94644eb47c06e2d7729', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198592, '2016-03-22 13:50:14', 1.06526376902665)
('0xa66fb69d348aabac77aca95cc40717771f31ba89', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198592, '2016-03-22 13:50:14', 1.0035969065108536)
('0x53b39c6325697461899e295bfa78d621861f29f1', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198984, '2016-03-22 15:31:00', 1.031876807663517)
('0x68c05159fe1bfae9e30f5815b72e5e5ae6a2006a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198985, '2016-03-22 15:31:06', 1.0137902551235072)
('0xcf49335301e38c1ede4a641b69719083966d7374', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1198986, '2016-03-22 15:31:17', 1.1405710664415478)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199018, '2016-03-22 15:37:18', 1.2277593158463964)
('0x1f14c8687f345f99c99a5d169ffa153af7b89840', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199019, '2016-03-22 15:37:24', 1.0113019599498674)
('0xbc1192dff646182f7e90afb1756acf8c399380bf', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199020, '2016-03-22 15:37:32', 1.0273516358854784)
('0x0b43cb73fcd32269e6220f0d0034d9dc236c0d3a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199020, '2016-03-22 15:37:32', 1.0560167451411482)
('0xd6edac9f6b2e920a59db46fe468e208f20c79aeb', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199021, '2016-03-22 15:37:37', 1.0268458310752968)
('0xa63f4afb1812b17bc011cb516bec57e7009641a9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199029, '2016-03-22 15:38:45', 1.007651497409514)
('0xd505f5106fcf66acd8eef47fc3211da62820d4be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199030, '2016-03-22 15:38:58', 1.0358200388294754)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199030, '2016-03-22 15:38:58', 1.243084986772972)
('0x1049cb6c4223942bb3ed14e47b27c7478449deb2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199805, '2016-03-22 18:47:06', 1.0026332758860965)
('0x8b9a5dd5ac7c459924c736fd323cbbf8c75e97ae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1199805, '2016-03-22 18:47:06', 1.0607761628168668)
('0x3d1c1b034ed3495e962caadcb322e0cefb2d24cb', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200241, '2016-03-22 20:49:07', 1.1027519165422932)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200242, '2016-03-22 20:49:21', 1.0255208281299233)
('0x7b34f14975fcd4ab4b03e29b385b5191ae9f1de2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200242, '2016-03-22 20:49:21', 1.0075247529111118)
('0x14f6376aaea8b8d534a2e7bfca65ace908bf58f7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200266, '2016-03-22 20:54:23', 1.0580466805111415)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200267, '2016-03-22 20:55:04', 1.1359832307650937)
('0x8eb004221608147ed77964b0adfc3ba461ca6999', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200267, '2016-03-22 20:55:04', 1.0798463772148617)
('0x93a9f93ab79c7efda3ad007b2bcd3f3769cd1b0b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200329, '2016-03-22 21:10:06', 1.0340447515288256)
('0xcf49335301e38c1ede4a641b69719083966d7374', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200329, '2016-03-22 21:10:06', 1.0593541615689093)
('0x40d83fc2b6dbe96c52b54ff0c77f67f2f4e8fa12', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200486, '2016-03-22 21:54:57', 1.0338386859178963)
('0xc109d2510383cdc5e99c967436bd8d77e165c686', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200486, '2016-03-22 21:54:57', 1.006635394550185)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200943, '2016-03-22 23:48:04', 1.0676151662759352)
('0xf57b3d1463f3e0ccf7592532c00ba96a541f01ad', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200943, '2016-03-22 23:48:04', 1.0159838565524046)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200944, '2016-03-22 23:48:16', 1.1141581584375)
('0x5061ee88354d7240ecf17b8da472ede046047bd7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1200944, '2016-03-22 23:48:16', 1.0417355485551334)
('0x3eb29c04671208a69dda867e5457d09a9cbd0944', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201289, '2016-03-23 01:13:32', 1.0461051408643325)
('0xed3019d591eaa7b8e6094100d3307c823f86e842', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201309, '2016-03-23 01:18:27', 1.0197915794786852)
('0x96c700b8f569faef9c08b599091f9d8fff8798d6', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201310, '2016-03-23 01:18:51', 1.0174969730667955)
('0x26ff3ed5c5025b5a3c288b9139d0396f9de5891f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201310, '2016-03-23 01:18:51', 1.0673606383461214)
('0x0b43cb73fcd32269e6220f0d0034d9dc236c0d3a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201310, '2016-03-23 01:18:51', 1.0016774919460472)
('0x0b33ea5f61a9ec42213f1d218433cc9da227a84d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201310, '2016-03-23 01:18:51', 1.0417513666818476)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201330, '2016-03-23 01:24:49', 1.1248930026318555)
('0x1f451fe124a222a04cecb3c592d98172ebcb8c62', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201332, '2016-03-23 01:25:21', 1.0047658944229516)
('0xd505f5106fcf66acd8eef47fc3211da62820d4be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201332, '2016-03-23 01:25:21', 1.0601318333671965)
('0x1543230b77e15924a876ab2acc6ff711abbcd7ee', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201332, '2016-03-23 01:25:21', 1.016241367525147)
('0xa2b597375ea2a12f8bf391e14230fd8bc25c771f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201528, '2016-03-23 02:11:15', 1.034097001805975)
('0xfbf3e57ab56588427fc3a2e4114cd7b51e968158', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201528, '2016-03-23 02:11:15', 1.048534563151592)
('0x85ce26ea9f677fba949f38be31a8e7a24b04ccc3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201529, '2016-03-23 02:11:30', 1.0104881900503149)
('0x0681c814f0a26edb605a98c636049b11c3d53a17', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201529, '2016-03-23 02:11:30', 1.0255206016518699)
('0x5069409bf8d49f38bc99a9ee49e4c6a04fecb457', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201529, '2016-03-23 02:11:30', 1.035764382031929)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201530, '2016-03-23 02:11:36', 1.0168150109513627)
('0x7f9c303bb5292f3df5e1697e2c128eccb49fb213', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201531, '2016-03-23 02:11:42', 1.0079962123449389)
('0xb202d9a6314b1494ac463f152f551f7c1c577843', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201532, '2016-03-23 02:11:53', 1.011029099739231)
('0x53b39c6325697461899e295bfa78d621861f29f1', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201552, '2016-03-23 02:17:03', 1.070354724903068)
('0x76264e63b31cfdcdedcab57ef650cd28e8c3e5b0', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201552, '2016-03-23 02:17:03', 1.0327244780487845)
('0xa63f4afb1812b17bc011cb516bec57e7009641a9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201552, '2016-03-23 02:17:03', 1.0466833953305696)
('0x5061ee88354d7240ecf17b8da472ede046047bd7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201554, '2016-03-23 02:17:15', 1.0973157632818655)
('0x8eb004221608147ed77964b0adfc3ba461ca6999', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201554, '2016-03-23 02:17:15', 1.0179843872601122)
('0xcf49335301e38c1ede4a641b69719083966d7374', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201554, '2016-03-23 02:17:15', 1.1397079230616327)
('0x3d1c1b034ed3495e962caadcb322e0cefb2d24cb', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201564, '2016-03-23 02:19:25', 1.068245059997758)
('0x86254a855575d0558ae8915e809c37ab8c4c6be4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201564, '2016-03-23 02:19:25', 1.0156172127861394)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201566, '2016-03-23 02:19:45', 1.0614769209383823)
('0xd585c0c36d09164ab3b54a1ddcc2a26bef055925', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201808, '2016-03-23 03:18:57', 1.0205078424301184)
('0xdbcbd5fc3693a8d6262b21376913c655d6e53c99', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201808, '2016-03-23 03:18:57', 1.021798828026717)
('0x856974897e608a482752bc7a0c5db7ed4d9ce259', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201808, '2016-03-23 03:18:57', 1.0025132656887912)
('0x8b9a5dd5ac7c459924c736fd323cbbf8c75e97ae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1201808, '2016-03-23 03:18:57', 1.044028380307728)
('0xf461a4401ea91b17cf340461a636118da7ad2cae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202032, '2016-03-23 04:12:02', 1.0283114772773434)
('0xede47b5aafeefdfb060699bb1877de140c2e6abd', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202032, '2016-03-23 04:12:02', 1.0620372561972062)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202034, '2016-03-23 04:12:16', 1.0369716838912184)
('0x09d8f6b6ae4c1f1c769511dcfbbae39edb9b8c2e', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202143, '2016-03-23 04:34:15', 1.023149323362822)
('0x8d5ad572f59fbc5bb185e4c156266d3083ea9290', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202144, '2016-03-23 04:34:17', 1.1149102585009583)
('0xcd13d775ca14f3d9232e85076050b32769bb8746', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202145, '2016-03-23 04:34:21', 1.1116257038023543)
('0x5824099a4f843df2d601113c4ac08b51cb3e1d78', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202326, '2016-03-23 05:16:38', 1.0154732170363427)
('0x6aa6691767b40b4db1ebf5c1afe8e52e411c7e37', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202326, '2016-03-23 05:16:38', 1.0253483521904014)
('0x5061ee88354d7240ecf17b8da472ede046047bd7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202326, '2016-03-23 05:16:38', 1.056717121517629)
('0xe8fdc802e721426e0422d18d371ab59a41ddaeac', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202327, '2016-03-23 05:16:44', 1.0151832569470849)
('0x5dd859f7839335d9eeba510f8940280750213b2f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202328, '2016-03-23 05:16:53', 1.017238366298843)
('0x40d83fc2b6dbe96c52b54ff0c77f67f2f4e8fa12', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202351, '2016-03-23 05:21:57', 1.0604837446463744)
('0x0009be88c3bf9e0fd0c43ad84ae994d8424fee03', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202352, '2016-03-23 05:22:14', 1.0003237134260907)
('0xcf49335301e38c1ede4a641b69719083966d7374', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202483, '2016-03-23 05:55:34', 1.0909058031596042)
('0xcbe37681ade5d0580aefb3f60845f7be5eecf4b0', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202483, '2016-03-23 05:55:34', 1.056474484482334)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202483, '2016-03-23 05:55:34', 1.0684795632301678)
('0xd505f5106fcf66acd8eef47fc3211da62820d4be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202483, '2016-03-23 05:55:34', 1.07362441848007)
('0x8d5ad572f59fbc5bb185e4c156266d3083ea9290', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202714, '2016-03-23 06:48:04', 1.2760794034014922)
('0x8e6a6959ab9e3902d4b5f94644eb47c06e2d7729', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202714, '2016-03-23 06:48:04', 1.0052095150743614)
('0x14f6376aaea8b8d534a2e7bfca65ace908bf58f7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202714, '2016-03-23 06:48:04', 1.0281621919645396)
('0x429a19bfd7c976a84fb2d62196481320a7d49aac', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202714, '2016-03-23 06:48:04', 1.0227939378440034)
('0xed3019d591eaa7b8e6094100d3307c823f86e842', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202714, '2016-03-23 06:48:04', 1.065397973159308)
('0x9a8b44e3516e1e76d298a35e6889c43f6a5241fc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202780, '2016-03-23 07:05:53', 1.0044303913421444)
('0x8eb004221608147ed77964b0adfc3ba461ca6999', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202780, '2016-03-23 07:05:53', 1.0115153719013128)
('0xbc1192dff646182f7e90afb1756acf8c399380bf', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202791, '2016-03-23 07:08:00', 1.0045849866846122)
('0x93a9f93ab79c7efda3ad007b2bcd3f3769cd1b0b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202792, '2016-03-23 07:08:04', 1.0418450758631979)
('0x26ff3ed5c5025b5a3c288b9139d0396f9de5891f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202935, '2016-03-23 07:39:08', 1.0617277389517061)
('0xa70dd1a288cf3a69026ad18fa11d31e22d29f691', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202936, '2016-03-23 07:39:33', 1.013843358892281)
('0xa63f4afb1812b17bc011cb516bec57e7009641a9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202936, '2016-03-23 07:39:33', 1.0291281992181365)
('0x5069409bf8d49f38bc99a9ee49e4c6a04fecb457', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202936, '2016-03-23 07:39:33', 1.0880941694484905)
('0x7095177162d03864726fede1b007eb7d79e15cfc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202936, '2016-03-23 07:39:33', 1.2667758055230673)
('0xfbf3e57ab56588427fc3a2e4114cd7b51e968158', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202937, '2016-03-23 07:40:15', 1.0630818420979153)
('0xf57b3d1463f3e0ccf7592532c00ba96a541f01ad', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202937, '2016-03-23 07:40:15', 1.0176339654690238)
('0x5061ee88354d7240ecf17b8da472ede046047bd7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202937, '2016-03-23 07:40:15', 1.1500734908176495)
('0x8d5ad572f59fbc5bb185e4c156266d3083ea9290', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202970, '2016-03-23 07:49:51', 1.5738529257098366)
('0x3d1c1b034ed3495e962caadcb322e0cefb2d24cb', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1202971, '2016-03-23 07:50:08', 1.1707923738004598)
('0x8aaedec00899ad19e59c2ec493cebe83dc90021d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1203187, '2016-03-23 08:40:03', 1.0507835181750604)
('0x054d35f814fb508c62571b9db84adfcabc37e175', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1203188, '2016-03-23 08:40:28', 1.0351950238795993)
