"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1199.28/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode"
"0x8dd34009c68184580c74682e2cd48413db3a638ca3dece7bca9f61e5ef8add74","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x2c04064ef0d46351ddd2071d919bd79201754830","","0","0.09437104513539907","113.177307009981","0.000021","0.02518488","626.83","","",""
"0xf314bdbbcc66d11c0352c4edffceaf9dd7029c5b61bce1d58e54f6d6e6043b79","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x041a21a45912101fdba3e40b69cb6b0f44ff2364","","0","0.178048027020326542","213.529437844937","0.000021","0.02518488","626.83","","",""
"0xf6b30f37275edc6d9edcb5783755b8471d5476b788e620c6eda3f98dab70078b","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xaa65794f17277832ef9732ebce24e22312ac4b45","","0","0.128025301649692762","153.538183762444","0.000021","0.02518488","626.83","","",""
"0x8a2c8107ac4fd1aba0468f41202f6923b2608010b0d1cfc40e971a80f06ef232","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x71a431c1cfb1bd3e34dd361fc81fc5f915951237","","0","0.012253372421215938","14.6952244773158","0.000033545","0.0402298476","626.83","","",""
"0x727488b7d8897bb71ef55bd1fa7589ac238fb6ca250dc041e91cb9e8460e067b","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x6e48d6878e316941ea8ab145be77a1288821b27e","","0","0.177283335604600848","212.612358723886","0.000021","0.02518488","626.83","","",""
"0x26956e9b232e57cf9ba70e59711f4b1961b1b680c003ad79d1d0fb852b46e126","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x3133d4f74d8f6355d1fa7390a69a201352c76585","","0","0.01103925095322542","13.2391528831842","0.000021","0.02518488","626.83","","",""
"0x19166622ea85bd8c2206016a340953fbba708a93d3beabb14547631c291684e4","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x917c251f9c178f41a054ec56569ea9572fa708e3","","0","0.04649270723336139","55.7577739308256","0.000021","0.02518488","626.83","","",""
"0x74a301a38279fdfe0df299159142c020f6f9364181a359007799a8ae5cbdd093","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xc3d15fd44ddee53feac502a2712dfd636fc3dcbc","","0","0.059071814401469885","70.8436455753948","0.000021","0.02518488","626.83","","",""
"0xdfdcf574c812dd2050e9bdfe5b9a061eea000cd80e0647617c4e23f24db82d1e","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x70879a3d629aa0d6465e9566b8874afecf2d0a0e","","0","0.027968995511003268","33.542656936436","0.000021","0.02518488","626.83","","",""
"0xcf8b5117a43c44b993a91d6ca416ea63ea181bfea2eaf5cd94a3a278f60df995","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x374612c8b8d02f13b04355a01db045d61834c636","","0","0.019417853317636976","23.2874431267757","0.000021","0.02518488","626.83","","",""
"0x924ad4bd9d9948e94971f068915d3ba9749d3989b64d8d266e9551ac3a4bc4fc","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x092720d128552aa0e40d6446e65251db65941aa5","","0","0.021993207057975923","26.3760133604894","0.000021","0.02518488","626.83","","",""
"0x92006d7ff0265612f939a8d685eaf5d4ad985ea88f88ce27ff76b44f22efbe53","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xa1d51a017de7e23266c8e471568ed979f9ec9bfa","","0","0.081958800193545346","98.2915498961151","0.000021","0.02518488","626.83","","",""
"0xa9e871977c022a84b317c89ba6b18b0170efd761b51cd4eed7a7ac7e4d130e1f","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xa4188c2668f90f38cbdc270053fc78b606d6cfdf","","0","0.204622262926900715","245.399387482973","0.000021","0.02518488","626.83","","",""
"0x4128b9f6ebf8e07143f289fd7d776db0b9c3b870b092fe09060023eb99f8b530","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x533dcff237afaf64084e27edf738363cd9c24a53","","0","0.024517162153139611","29.4029422270173","0.000021","0.02518488","626.83","","",""
"0x750caa896e86d0362ab191d9f7afb3d3f8243ab1e891e90ee157d88c6fa2b4f7","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x2b0eeb3cccef8102287be9cf476cedb1c072feeb","","0","0.026148827166121963","31.3597654437867","0.000021","0.02518488","626.83","","",""
"0xb2aa13dba7fa8be77c71da2743a60d9d3cf56b0538e0347e277a35b2e7d65253","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x48551e132d12afe4fffedc97022667422bfb1237","","0","0.048866347774509228","58.6044335590134","0.000021","0.02518488","626.83","","",""
"0x5155e9f06f0b931a753487a3e7b4a2b56d9d7ff4693c17be46622e785f1f72bb","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x2ec694801c472db607fdb9db9bd96fa81fabcb53","","0","0.049160885142557062","58.9576663337658","0.000021","0.02518488","626.83","","",""
"0x54d301d15735fb3eb426293586a555a4807e538d00cdc053a7ae413afb47ceab","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x61d879b278934b49753bb011573ca753053aca4a","","0","0.065250811061780378","78.253992690172","0.000021","0.02518488","626.83","","",""
"0xab5bdda4f4b4d5200fd64c07fe1ad34f0791962f31327158b718183e47392f9d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xf143d9339fdfcdcfa8e7f9e39a1f9250f28b7371","","0","0.038718115422625418","46.4338614640462","0.000021","0.02518488","626.83","","",""
"0xc0a4451c60d2c893a3395b19b7aea0c262eeda184164746a04df070d90386808","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x50f7cab5b524008ff42a8e2013658d623d28f9a3","","0","0.012003456698019685","14.395505548801","0.000021","0.02518488","626.83","","",""
"0x4b8b8718aad08e2104037a2e227a32218f8eb0d54540269655a59147ca7ded7d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x35c4341330d0bb7cef62f4061f409737c1fbd8ed","","0","0.113218926197410039","135.78119381003","0.000021","0.02518488","626.83","","",""
"0x2b0878c7372fab6c3c30bdd26b01f88428e88b3dcfeb002c5a63e09fd1e23c1e","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x384f68222f88393929eb22574dbcec55187aa279","","0","0.078697450420561371","94.3802783403708","0.000021","0.02518488","626.83","","",""
"0xef2045fcc88c0e5e81a477d69dd3ab646a5fdfff0901ba95fe1f4793dbe11b91","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x4852ff4faa0d272d7cce5390e0b0594043d45832","","0","0.183002715423937245","219.471496553619","0.000042512","0.05098379136","626.83","","",""
"0xec702d3035cef4729490466da74a054864a95c5f0e1a281532cf2dc95a402c8c","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xc1c9790429661b01ff6cb7a43c9216b8981189e7","","0","0.020747731111747359","24.8823389676964","0.000021","0.02518488","626.83","","",""
"0x2ea6292c2b4f90d863145652de7a18f354029c1a2935586da2005cb7d4ce6627","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x891d47961dc3972a353559b2ad93b38422be7045","","0","0.109618394247037563","131.463147852587","0.000021","0.02518488","626.83","","",""
"0x559448c060b7fe9ed8db020bc83342d7e3bc0c0a48b11cd2d4cbda9a92c61e23","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xfe9c7e23a2ba76076c82caf29b6a5b3425cd8f06","","0","0.010008182559389851","12.0026131798251","0.000021","0.02518488","626.83","","",""
"0xacb203c618775fc073ed81d06c22c960be2b541b1e806f351ab3cf174673c450","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xcd12546c0da8bee33ca5dd413afd51cab5c17df9","","0","0.099828411821110633","119.722217728822","0.000021","0.02518488","626.83","","",""
"0xad0fe8d38f87d7c231aae2b23eff1e3e2c7d9cb1b7aa94b5365b485c05246886","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x41061c43d48e059088d9c35b0dac3644c474cc6d","","0","0.054499742921558469","65.3604516909666","0.000021","0.02518488","626.83","","",""
"0x16a3294fe2e555f2b98b7503f7651bbfcc434e91febbe726faba14387099266f","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x0e8de90dff3a9a1f9780da37007e55450a70b960","","0","0.026384351492705837","31.6422250581723","0.000021","0.02518488","626.83","","",""
"0xef8e810de55e14f777603ed6c4be2ba9afbb6bb409c63aafa2347c1e517de3c4","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xa4a4d7520ae9b4fe73615532e3c0ddadaaf7ddcf","","0","0.019466897090771702","23.3462603430207","0.000036778","0.04410711984","626.83","","",""
"0x27f4f7a05715b5fe6dcceea3bd5a4077f890567b90f0ed3e70e6b5a25e87a30d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xd3b197a38272cd1a9cba3ceea9800e6913772073","","0","0.097900789700068403","117.410459071498","0.000021","0.02518488","626.83","","",""
"0xdc1c8edaca843a6cb87a57c7d7030b1695edb547f4947f738e9aed87439357a0","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x5803e8c7c8dc7e8c86319a98a2c76e76d90d5e7a","","0","0.066332650525153146","79.5514211218057","0.000021","0.02518488","626.83","","",""
"0x24e4b10e8020180d31a6d7b644d3efe6be06d7de7a1bafbac71b432b7247287b","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xcf09796d32ab3f66478f629a99596c80a7aa9ddb","","0","0.563727315742141371","676.066895223235","0.000021","0.02518488","626.83","","",""
"0x7f7d8989dee004d7137ffb8f1cd9cabd79bf0d3f10e779ad48969e7bfeaa76b9","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x49e4fea366a98cbb429ae4890abb3d8156eaaa92","","0","0.035876188673534696","43.0255955523967","0.000021","0.02518488","626.83","","",""
"0x747617f4f21f6acc62baef77c2cb393c6c8af824dc745952f2c8a9d2865f7218","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x9226c27a43e98ac74eb290855f6aed7f1e8dc682","","0","0.261570618984770678","313.696411936056","0.000021","0.02518488","626.83","","",""
"0x643147aa189e0e54b8e1d33e5d4515c88fa3fdb18212451839ff87e08152bf7c","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xddd57fda4e75b29076253fe940af8d82196d06a4","","0","0.016514335778431942","19.8053126123579","0.000021","0.02518488","626.83","","",""
"0x5c70c7ba9fc219bae85f9be33702dd40e240397eb1f489df8f2bcda9474df281","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x246423bf263c07d7caf3cc043b51b7fca6bb9677","","0","0.038790718242732209","46.5209325741439","0.000021","0.02518488","626.83","","",""
"0x53f04725ae16854269ac56519ae6b54c8bfc391ea5bfb6000bd7cb9cc820943d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x7dc269b2e08c76a61f551d1b5307af10fccccf70","","0","0.124829090802132506","149.705032017181","0.000021","0.02518488","626.83","","",""
"0xa1dda87984fb58d9bfb754291462c82a03ed9750512f55bcccc5dd077675c055","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x09b77f12b2cca35dc06d2f37936ec16471c2c728","","0","0.020566523860311686","24.6650207351946","0.000021","0.02518488","626.83","","",""
"0x6f4e1548ae391907368e90063205cc7c27de80569278e1642257f7bdb2be298d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xe17a3835aa1bf73570a5d15e364d58ddef31aeeb","","0","0.509385798342065196","610.896200235672","0.000021","0.02518488","626.83","","",""
"0xba8d1531fec3769aef1c24560f001018f4d5432f7f38efa413630a883c2d49aa","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x9ec5f94f680da4f0be8b6492020c84d60f99b5b7","","0","0.248299792727992898","297.780975422827","0.000021","0.02518488","626.83","","",""
"0xe267023a0b04ce72c10c0f0061f2f2267fd92a766736d073dd5249fe09f2b955","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xc30aaaea0127ae98598e3288f9d64ea78896ae1f","","0","0.04788516103999688","57.4277159320475","0.000021","0.02518488","626.83","","",""
"0x4a54e0f1d4ccfd861ee9d8a6501ea4bce68e33f34e30672098afa2c599bc44f2","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xce79abe009b307458bdb482a943df4df6bcb0a74","","0","0.037472385042154913","44.9398819333555","0.000027098","0.03249808944","626.83","","",""
"0xd5f694926e0f68ab117cf2adf8d551a337c26216114fa665189042f154fb6b00","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x35de5e588df1fc97484d95d75d975e4795f3a1e5","","0","0.899073156795071101","1078.24045548119","0.000021","0.02518488","626.83","","",""
"0x1bbf82f3db70bf3834cac34a3c4646af7bd18de2f2ef4ed2fce2f290d86cbd95","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xba29cb83bb10b595fda89895eac2a46b62d1473d","","0","0.089046476084888965","106.791657839086","0.000021","0.02518488","626.83","","",""
"0x87eac4c2727e29bd375e3ee1d60e693c719f935de62fd3b2bda007ba16fcb243","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x34a31e177fdb4918828116f512d7e5cded1c757a","","0","0.046737707414644055","56.0515977482343","0.000021","0.02518488","626.83","","",""
"0xf6f673ac53de3266dde78e3fd50e539829f25f9ad5bf580b92dcff9b309dfd8f","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x94f57b6e1e4ebc4e6fc827674f25ce16df0f9e9b","","0","0.074048639864725994","88.8050528169686","0.000021","0.02518488","626.83","","",""
"0x6ade950accbf47ac4303404059262419db95c29f9bd17a04e9d8e4772b810a78","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x67425ab8ac2d0dcdda1ff63d58d6d7a5b25a8180","","0","0.01020002855674479","12.2326902475329","0.000021","0.02518488","626.83","","",""
"0x2043e6cf05232e432defb3504899ec4f582741769c13524dec583af237834ced","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x7885c57e7289c0e61411ea1a9d565781a55fcfff","","0","0.066148284720593369","79.3303148997132","0.000021","0.02518488","626.83","","",""
"0xda6cc9a4e080d5caa26b4b238346b67ebaa80b1b30987ddd5640dce93d4e84b5","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xb19a671e73e07f2419ca2c615fcf99a011d1a8e4","","0","0.068716171146709102","82.4099297328253","0.000021","0.02518488","626.83","","",""
"0x8fa4f41b214a7a02c10a9e3c62939b831bf0127904a6f8a896978047121e5005","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x43b5dd50816dabdc2bcc408a371aa60264e02659","","0","0.293732030865171937","352.266949975983","0.000021051","0.02524604328","626.83","","",""
"0x508de4f3e7a1d0fb5d61f0fd079756ee9157caf0732802830c6c70640e8b5878","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xde224ce056feb94269d043fd2ea3b3638fb9747b","","0","0.029819878317339105","35.7623836684184","0.000021","0.02518488","626.83","","",""
"0x6309056f2680be49dfc7f3c89283102629c5dc80396d1b236a218676d48dec1d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x1cfb12b4000fe416465067e8821641045b3bc7ed","","0","0.109842966625839164","131.732473015036","0.000021","0.02518488","626.83","","",""
"0xba2a40db26f795809373a9d1d1c69ffa1aee93e4ce73dc4a6dfd9ccc1ba33992","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xce41739fc7dcc314e1035d20064603f9bdc72d23","","0","0.049610331047595229","59.49667781876","0.000021","0.02518488","626.83","","",""
"0x492a9724c29910dc14340c7a1bf519caa0213851ece7cac39e2fee2591270cec","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xb4586ca65db615f672ea2ce69dea233f3ebd09d7","","0","0.342901819718990603","411.235294352591","0.000021","0.02518488","626.83","","",""
"0x5616a64da5b753466f13dc4d5cace5d9d985be7e3b0966b7d68ec551da8261e6","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xd1e01f3cab4cbbfb7007eb6c003225608d5ebbf9","","0","0.028155773307229897","33.7666558118947","0.000027098","0.03249808944","626.83","","",""
"0x2c2e39acea7da82f29d81564cb35bb3912f718d88fe9aaf0c27028a780ecbf80","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xca9fbd1896ed598c69d838edb395b68182311372","","0","0.549475350875611082","658.974798798103","0.000021","0.02518488","626.83","","",""
"0xca36278a51d9fef932d76bed1413e2b981f8ee6bd6c5bcea18b6cb0e630b391d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x45eb030e55173482edeca3123bcc7a5336cff98e","","0","0.031717038260217238","38.0376096447133","0.000021","0.02518488","626.83","","",""
"0xc03d772888c39706c40ca98c2fffd01968409dfc01fd538dd29c206ef9537917","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xd324321b0f4e1f996d796611f8afec2df3447643","","0","0.15924360796894985","190.977674165002","0.000021","0.02518488","626.83","","",""
"0x24c92f4b9eed40bf97530000680196ac96f569e1aede6a426964d648db6844ed","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x0e8cb4bb108ad234daea01b253d1b2321d9ff48e","","0","0.086239103559805642","103.424832117204","0.000021","0.02518488","626.83","","",""
"0xd7663744e094c71f122d9567c0812e88bee21c688bb761a530f4f801d0d6d850","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x902971344467b4dbd39428487214ac9632f6587c","","0","0.016940340604247288","20.3162116798617","0.000021","0.02518488","626.83","","",""
"0x0bdaf8e6452e565f9bf4a47b62bce668a0733879ffed1fa86fc18226ca7b93d6","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xe5a0449fb1844980f4e14397083d1ef577a93886","","0","0.01746658718381836","20.9473286778097","0.000021","0.02518488","626.83","","",""
"0x40758013a7c3f89a4f7311d800111a1c38de31e9da2feec34772ba37a38856df","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x2d08eaeb26e455a62fc52b4f69d9aca03ea726dc","","0","0.06457544512329962","77.4440398274708","0.000021","0.02518488","626.83","","",""
"0x6cdae7bc9fe48d25b449c8fcf9930e788b67aeea5dbe7714a67949b3e7438897","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x4cac43c2ecbe41eac39917d8a8fad298b32a5d32","","0","0.076338653844728806","91.5514207829064","0.000021","0.02518488","626.83","","",""
"0xffeb20a96d74ee5945c1f7a7e858958cf0286ea540586194bae3183d1dea1cbd","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x727739c641b6019a5733e9fb7aa9a815f8282744","","0","0.16887911184130982","202.533341249046","0.000021","0.02518488","626.83","","",""
"0xa740e801ad9fe69b67fd5da95e999ddca8fadc211dcf0e4bb531484cbe40d9c9","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x623bf40e053df472416802641dd43fecb6b4382e","","0","0.018236381688754088","21.870527831689","0.000021","0.02518488","626.83","","",""
"0x2b00888ca500585e776b7bc7523ac419d43aa2f4ac0562536d8bf05771902f87","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x36300e2b19278c662915abbcbfc0e967c9de733c","","0","0.021650493242851688","25.9650035362872","0.000021","0.02518488","626.83","","",""
"0x2f6b98b5990d02970405f37aa93da3311ab5da801b5f104d7eff9d0db1005fba","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xd5c0f1cfb5e0386830c2b26debd252942a51d496","","0","0.061568099793017287","73.8373907197698","0.000021","0.02518488","626.83","","",""
"0x6d9e747e4218d12d2ae8244458fde7a34405bfff1343a8253af07c19ec3c990a","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x879d4a2fd0f049ce85897866b41f7ffb16b46723","","0","0.019797156699031276","23.7423340860142","0.000021","0.02518488","626.83","","",""
"0x11bb3e201132a0c4cb28dd3dd7c693b34518a1e2fb9930917345ff52e49a5c82","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xc98a421324e7f173a3729e402bfca82a2af3f808","","0","0.102838968169570926","123.332717746403","0.000021","0.02518488","626.83","","",""
"0x7072dcbcc29cabc88e2d44616e5c3bce5064669418d6878ab4e7fcbf6c7b0219","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x89085cde86cf1eead79188b4410068f338995135","","0","0.649209984790343199","778.584550559363","0.000021","0.02518488","626.83","","",""
"0xd12be94616a16d04973d2d90dbe90ff49fcb4cc885e5e4a2b3454aca0b8f3704","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x9b5ead0af9b28b9129e51b98a21f895f533480d3","","0","0.425479597567148255","510.26917177033","0.000021","0.02518488","626.83","","",""
"0x5f5228d881e32d14d6d96d6c807849d168c613dbed762a346a91e0972c79885e","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0x41cb380bccb421e639fd11a8b50ae82cbe2f3308","","0","0.021768787351620809","26.1068712950518","0.000032824","0.03936516672","626.83","","",""
"0xfa92788cfc507c2d8ab880805ffd33daa11c6bb769d2884198210082619b4a5d","11519441","1608854422","2020-12-25 00:00:22","0xea674fdde714fd979de3edf0f56aa9716b898ec8","0xbfb61aa13cddb96bce062cfaf119bc2374542ce3","","0","0.051047960624803843","61.2207982181148","0.000021","0.02518488","626.83","","",""
